,accuracy,loss,mae,val_accuracy,val_loss,val_mae
0,0.7702067494392395,0.8619217872619629,0.2633701264858246,0.8016335964202881,0.5438240170478821,0.20856288075447083
1,0.75,0.5006914734840393,0.22640465199947357,0.8039673566818237,0.5411750674247742,0.20619189739227295
2,0.8472744226455688,0.42438942193984985,0.16649101674556732,0.8529754877090454,0.45620834827423096,0.15161830186843872
3,0.8214285969734192,0.3616660535335541,0.1692826896905899,0.855309247970581,0.45278075337409973,0.1491306871175766
4,0.887453019618988,0.32018640637397766,0.12790128588676453,0.8576429486274719,0.5213916301727295,0.13508041203022003
5,0.8571428656578064,0.3461659848690033,0.1499144732952118,0.8588098287582397,0.4804605543613434,0.13102199137210846
6,0.9161184430122375,0.27417948842048645,0.10427883267402649,0.8506417870521545,0.44756442308425903,0.12139961123466492
7,0.9285714030265808,0.22955897450447083,0.11412591487169266,0.8506417870521545,0.4533555805683136,0.12099699676036835
8,0.9311560392379761,0.2129063904285431,0.085930734872818,0.8844807744026184,0.3850228786468506,0.100350521504879
9,0.9642857313156128,0.16769251227378845,0.08577815443277359,0.8844807744026184,0.38497394323349,0.09997054189443588
