,accuracy,loss,mae,val_accuracy,val_loss,val_mae
0,0.663718581199646,0.9725641012191772,0.3284341096878052,0.6892156600952148,0.8155397176742554,0.3000797927379608
1,0.7272727489471436,2.770174980163574,0.32640743255615234,0.6813725233078003,0.8127495050430298,0.3027322590351105
2,0.7397798895835876,0.6744814515113831,0.2603878080844879,0.7529411911964417,0.7301758527755737,0.24999947845935822
3,0.7272727489471436,1.3678860664367676,0.2628326714038849,0.75,0.7293630242347717,0.25202012062072754
4,0.7959905862808228,0.5279377698898315,0.20873159170150757,0.7735294103622437,0.6951739192008972,0.21539025008678436
5,0.9090909361839294,0.34694477915763855,0.15556401014328003,0.7774509787559509,0.6937209963798523,0.21475037932395935
6,0.8382468819618225,0.41531267762184143,0.1659334897994995,0.7911764979362488,0.6611203551292419,0.2020074725151062
7,1.0,0.263497918844223,0.13432472944259644,0.7970588207244873,0.6554130911827087,0.19993895292282104
8,0.8814858198165894,0.309686541557312,0.13136707246303558,0.8235294222831726,0.7175493836402893,0.1648910939693451
9,1.0,0.09554465115070343,0.05627268925309181,0.8186274766921997,0.7270092368125916,0.16727490723133087
