,accuracy,loss,mae,val_accuracy,val_loss,val_mae
0,0.6387578845024109,1.205962061882019,0.2709842026233673,0.6529411673545837,0.9673157930374146,0.24674272537231445
1,0.8181818127632141,0.6802528500556946,0.20830631256103516,0.6549019813537598,0.9661365151405334,0.24492721259593964
2,0.7340801954269409,0.7299692034721375,0.19923123717308044,0.7225490212440491,0.8379586338996887,0.19393102824687958
3,0.9090909361839294,0.411961168050766,0.1378137171268463,0.7215686440467834,0.8423312306404114,0.192159503698349
4,0.8007075190544128,0.5305878520011902,0.1515432447195053,0.7372549176216125,0.8496494889259338,0.17017371952533722
5,0.9090909361839294,0.22369208931922913,0.07756209373474121,0.7372549176216125,0.8468873500823975,0.16968218982219696
6,0.8468946814537048,0.4070729613304138,0.11971825361251831,0.7431372404098511,0.8261738419532776,0.14735724031925201
7,0.9090909361839294,0.22007408738136292,0.062409162521362305,0.7470588088035583,0.8103156089782715,0.14652910828590393
8,0.8964229822158813,0.28386059403419495,0.08899759501218796,0.751960813999176,1.0018373727798462,0.1397055685520172
9,0.9090909361839294,0.14971180260181427,0.0454975925385952,0.7607843279838562,0.9851584434509277,0.13813045620918274
